code,name,level,parent_name,similar_words,num_synonyms
80131700,Servicios de custodia y titulo,CLASS,Alquiler y arrendamiento de propiedades o edificaciones y relacionados (Grupo 8013),"servicios de custodia, arrendamiento de propiedades, alquiler de inmuebles, servicios de gestión de propiedades, administración de bienes, servicios de custodia de títulos",6
80161700,Servicios de recuperacion de activos,CLASS,Servicios de apoyo gerencial y relacionados (Grupo 8016),"recuperación de activos, servicios de recuperación, gestión de activos, recuperación de bienes, servicios de auditoría de activos, servicios de recuperación financiera",6
81131500,Metodologia y Analisis,CLASS,Metodologia y Analisis y relacionados (Grupo 8113),"análisis metodológico, metodología de investigación, análisis de datos, técnicas de análisis, métodos de estudio, enfoque metodológico",6
81151700,Geologia,CLASS,Meteorologia y relacionados (Grupo 8115),"estudios de geología, geología aplicada, análisis geológico, servicios geológicos, investigación geológica, geología ambiental",6
43191616,Consola central para telefonos,PRODUCT,Partes o accesorios de dispositivos de comunicacion personal,"consola telefónica, consola de comunicación, parte de teléfono, accesorio de teléfono, central telefónica",5
43201545,Tarjetas de fax,PRODUCT,Modulos o interfaces de procesadores de tablero (board) del sistema,"tarjeta de fax, módulo de fax, interfaz de fax, tarjeta de comunicación, tarjeta de procesamiento",5
43223303,Cable de conexion de comunicacion de datos,PRODUCT,Dispositivos y equipos para instalacion de conectividad de redes y Datacom,"cable de datos, cable de red, cable de conexión, cable de comunicación, cable de interconexión",5
43223318,Emisor de fibra optica,PRODUCT,Dispositivos y equipos para instalacion de conectividad de redes y Datacom,"emisor óptico, transmisor de fibra, emisor de datos, dispositivo de fibra óptica, equipo de fibra óptica",5
43232205,Software de tipos de letra,PRODUCT,Software de gestion de contenidos,"software tipográfico, programa de fuentes, software de letras, aplicación de tipografía, gestor de tipos de letra",5
44103108,Reveladores para impresoras o fotocopiadoras,PRODUCT,"Suministros para impresora, fax y fotocopiadora","revelador de impresora, suministros de impresión, tóner para fotocopiadora, cartucho revelador, insumo para impresora",5
44111609,Detectores de billetes falsos o suministros,PRODUCT,Suministros para el manejo de efectivo,"detector de billetes, verificador de billetes, máquina de detección, suministros de efectivo, equipo de seguridad de efectivo",5
44112006,Diarios o repuestos,PRODUCT,Sistemas de planificacion,"diario contable, repuesto de diario, libro de contabilidad, sistema de registro, diario administrativo",5
44121511,Cajas para correo,PRODUCT,Suministros de correo,"caja de correo, contenedor de correo, receptáculo de correo, caja de envío, caja para correspondencia",5
44122026,Garras para papel,PRODUCT,"Carpetas de archivo, carpetas y separadores","garras para documentos, sujetadores de papel, clips para papel, garras de archivo, garras de sujeción",5
46151507,Sistema de control de filas,PRODUCT,Equipo de control de masas,"control de filas, sistema de gestión de filas, software de control de filas, equipo de manejo de filas",4
46171507,Barras de seguridad,PRODUCT,"Cerraduras, elementos de seguridad y accesorios","barras de seguridad, elementos de seguridad, dispositivos de seguridad, accesorios de cerraduras",4
46171513,Levas de bloqueo,PRODUCT,"Cerraduras, elementos de seguridad y accesorios","levas de bloqueo, mecanismos de bloqueo, piezas de cerraduras, componentes de seguridad",4
46171627,Sistema de senalizacion inalambrica para sordos,PRODUCT,Equipo de vigilancia y deteccion,"sistema de señalización, equipo de alerta para sordos, señalización para personas con discapacidad auditiva, sistema de aviso inalámbrico",4
46182301,Salvavidas o equipo salvavidas,PRODUCT,Proteccion anti caida y equipo de rescate,"salvavidas, equipo de rescate, chalecos salvavidas, dispositivos de flotación",4
50333645,Uva real organicas secas,PRODUCT,Uvas para vino organicas secas,"uva seca orgánica, uvas deshidratadas, uvas para vino, uvas naturales secas",4
50365859,Ciruela primetime en lata o en frasco,PRODUCT,Ciruelas en lata o en frasco,"ciruela enlatada, ciruela en frasco, ciruela primetime, ciruelas conservadas",4
50376008,Pomelo waingwright organico en lata o en frasco,PRODUCT,Pomelos organicos en lata o en frasco,"pomelo enlatado, pomelo en frasco, pomelo orgánico, pomelo waingwright",4
50426612,Calabaza hubbard seca,PRODUCT,Auyamas Secas,"calabaza seca, auyama seca, calabaza hubbard, calabaza deshidratada",4
50441603,Esparragos mamut gigante congelados,PRODUCT,Esparragos congelados,"espárragos congelados, espárragos mamut, espárragos gigantes, espárragos ultracongelados",4
80101503,Servicios de asesoramiento sobre liquidaciones o ventas de empresas,PRODUCT,Servicios de consultoria de negocios y administracion corporativa,"asesoría en liquidaciones, consultoría en ventas de empresas, servicios de consultoría empresarial, asesoría en fusiones y adquisiciones, servicios de valoración de empresas",5
80121611,Derecho de reclamacion por tratamiento medico,PRODUCT,Servicios de derecho comercial,"derecho a reclamación médica, asesoría legal en salud, servicios legales en tratamientos médicos, reclamaciones por atención médica, servicios jurídicos en salud",5
80141629,Servicio de manejo de bonificaciones,PRODUCT,Actividades de ventas y promocion de negocios,"manejo de bonificaciones, gestión de incentivos, administración de promociones, servicios de bonificación, gestión de descuentos",5
80141701,Servicios de venta directa,PRODUCT,Distribucion,"venta directa, comercialización directa, ventas al por menor, distribución directa, ventas sin intermediarios",5
80141802,Servicio de administracion de listas de direcciones,PRODUCT,Servicios de correo,"administración de direcciones, gestión de listas de contactos, servicios de correo masivo, manejo de bases de datos, administración de listas de distribución",5
81101508,Ingenieria arquitectonica,PRODUCT,Ingenieria civil,"diseño arquitectónico, planificación arquitectónica, servicios de arquitectura, consultoría arquitectónica, ingeniería de construcción",5
81102501,Servicio para obtener licencia en operacion de minas,PRODUCT,Servicios de permisos,"licencia de operación minera, permisos para minería, autorización de explotación minera, servicios de licencias mineras, gestión de permisos mineros",5
81111812,Servicio de mantenimiento o soporte del hardware del computador,PRODUCT,Servicios de sistemas y administracion de componentes de sistemas,"mantenimiento de hardware, soporte técnico de computadoras, servicios de reparación de computadoras, asistencia técnica de hardware, soporte de equipos de cómputo",5
81112502,Servicio de arriendo o leasing de software de computadores,PRODUCT,Servicios de alquiler o arrendamiento de licencias de software de computador,"arrendamiento de software, leasing de software, alquiler de licencias de software, servicios de software por suscripción, renta de programas informáticos",5
81161704,Servicio de soporte para telefonia movil,PRODUCT,Servicios de telecomunicaciones,"soporte técnico para telefonía móvil, asistencia para celulares, servicios de soporte móvil, mantenimiento de teléfonos móviles, ayuda técnica para dispositivos móviles",5
