code,name,level,parent_name,similar_words,num_synonyms
15130000,Combustible nuclear y relacionados (Grupo 1513),GROUP,Materiales Combustibles y Lubricantes (División 15),"combustible nuclear, energia nuclear, uranio, material nuclear, combustible fision",5
15131500,Combustible nuclear,CLASS,Combustible nuclear y relacionados (Grupo 1513),"uranio enriquecido, combustible nuclear, pastilla combustible, material fisionable",4
15131600,Instalación de combustible de fisión,CLASS,Combustible nuclear y relacionados (Grupo 1513),"instalacion combustible nuclear, ensamble combustible, cartucho combustible, elemento combustible",4
20000000,Minería y Perforación de Pozos (División 20),DIVISION,,"mineria, perforacion pozos, extraccion mineral, equipos mineros, industria minera, perforador",6
20100000,Equipo de corte y relacionados (Grupo 2010),GROUP,Minería y Perforación de Pozos (División 20),"equipo corte mineria, herramientas corte, equipos perforacion, maquinaria corte, eq. corte",5
20101500,Equipo de corte,CLASS,Equipo de corte y relacionados (Grupo 2010),"equipo corte, broca corte, herramienta corte, sierra minera, disco corte, cuchilla perforacion",6
20110000,Equipo de exploración y perforación y relacionados (Grupo 2011),GROUP,Minería y Perforación de Pozos (División 20),"equipo exploracion, equipo perforacion, maquinaria perforacion, equipos sondeo, eq. exploracion",5
20111500,Equipo de exploración y perforación,CLASS,Equipo de exploración y perforación y relacionados (Grupo 2011),"equipo exploracion pozo, taladro perforador, equipo sondeo, maquina perforacion, perforador mecanico",5
20111600,Maquinaria de perforación y explotación,CLASS,Equipo de exploración y perforación y relacionados (Grupo 2011),"maquinaria perforacion, equipo explotacion, taladro industrial, perforador profundo, bomba extraccion",5
20120000,Brocas de barrena y relacionados (Grupo 2012),GROUP,Minería y Perforación de Pozos (División 20),"broca barrena, brocas perforacion, herramientas barrena, equipos especializados pozo",4
20121000,Equipo acidificante,CLASS,Brocas de barrena y relacionados (Grupo 2012),"equipo acidificante, sistema acidificacion, bomba acido, equipo quimico pozo",4
20121100,Equipo para cementar,CLASS,Brocas de barrena y relacionados (Grupo 2012),"equipo cementar, bomba cemento, equipo cementacion, sistema cementacion, eq. cementar",5
20121200,Equipo de fracturar,CLASS,Brocas de barrena y relacionados (Grupo 2012),"equipo fracturar, bomba fractura, equipo fracturamiento, sistema fractura, eq. fracturar",5
20121300,Equipo de control de arena,CLASS,Brocas de barrena y relacionados (Grupo 2012),"control arena pozo, equipo arena perforación, separador arena, filtro arena petroleo, arena control sistema",5
20121500,Herramientas convencionales de perforación,CLASS,Brocas de barrena y relacionados (Grupo 2012),"broca perforación, herramienta perforar pozo, drill bit, barrena convencional, punta perforación",5
20121700,Herramientas de pesca,CLASS,Brocas de barrena y relacionados (Grupo 2012),"herramienta pesca pozo, equipo rescate tuberia, pesca tubular, overshot, herramienta extraccion",5
20121800,Equipo de perforación direccional,CLASS,Brocas de barrena y relacionados (Grupo 2012),"perforación direccional, pozo desviado, equipo MWD, perforación horizontal, sistema direccional",5
20122200,Equipo de prueba del pozo,CLASS,Brocas de barrena y relacionados (Grupo 2012),"prueba pozo, equipo testing, well test, medidor presion pozo, equipo evaluacion",5
20122300,Equipo de Slickline - Cable de Recuperación,CLASS,Brocas de barrena y relacionados (Grupo 2012),"slickline cable, cable recuperacion, wireline, equipo cable acero, sistema slickline",5
20122400,Equipo de sistemas de producción,CLASS,Brocas de barrena y relacionados (Grupo 2012),"equipo producción petroleo, sistema produccion pozo, manifold produccion, equipo flujo, tuberia produccion",5
20122700,Mercancía tubular para campo petrolero,CLASS,Brocas de barrena y relacionados (Grupo 2012),"tuberia campo petroleo, tubing casing, mercancia tubular, tuberia revestimiento, tuberia acero",5
20122800,Equipo y plataformas de reacondicionamiento y perforación,CLASS,Brocas de barrena y relacionados (Grupo 2012),"plataforma perforación, equipo workover, reacondicionamiento pozo, plataforma reacondicionamiento, equipo reparacion pozo",5
20123000,Equipo multilateral,CLASS,Brocas de barrena y relacionados (Grupo 2012),"pozo multilateral, perforación multilateral, equipo multilateral, pozo ramificado, sistema multilateral",5
20123100,Herramienta para salida de revestimientos,CLASS,Brocas de barrena y relacionados (Grupo 2012),"herramienta revestimiento, salida casing, equipo extraccion revestimiento, herramienta casing, overshot casing",5
20123200,Equipo de expansión en profundidad,CLASS,Brocas de barrena y relacionados (Grupo 2012),"expansión profundidad, equipo expansion, herramienta expansion, sistema expansion pozo, expansion tuberia",5
20131000,Lodo de perforar y materiales,CLASS,Lodo de perforar y materiales y relacionados (Grupo 2013),"lodo perforación, fluido perforación, lodo base agua, lodo sintetico, material lodo",5
20131100,Apuntalantes de fracturamiento de pozo,CLASS,Lodo de perforar y materiales y relacionados (Grupo 2013),"apuntalante fractura, proppant, arena fracturamiento, material apuntalante, grano apuntalante",5
20131200,Fluidos de completar,CLASS,Lodo de perforar y materiales y relacionados (Grupo 2013),"fluido completacion, fluido pozo, fluido limpieza, fluido salmuera, fluido terminacion",5
20131300,Cemento de pozo petrolero,CLASS,Lodo de perforar y materiales y relacionados (Grupo 2013),"cemento pozo, cemento petroleo, cemento oilwell, cemento sellado, cemento perforación",5
20141000,Equipo de cabeza de pozo,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"cabeza pozo, wellhead, equipo cabeza, manifold pozo, sistema cabeza",5
20141100,Sistemas de inyección químicos,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"inyección quimica, sistema inyeccion, bomba quimica, inyector quimico, equipo dosificacion",5
20141200,Equipo de desarenar,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"desarenar equipo, separador arena, equipo sand removal, filtro desarenar, sistema limpieza",5
20141300,Anclas y bombas de chorro de barrenas hacia abajo,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"ancla pozo, bomba chorro, jet pump, bomba subersible, equipo bombeo",5
20141800,Contadores para medir el flujo de producción del pozo,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"contador flujo, medidor produccion, flow meter, medidor caudal, equipo medicion",5
20142000,Regeneradores de glicol,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"regenerador glicol, equipo glicol, deshidratador, sistema regeneracion, equipo deshidratacion",5
20142100,Tratadores de calentadores,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"tratador calentador, equipo tratamiento, calentador produccion, sistema calefaccion, equipo calor",5
20142200,Calentadores de línea,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"calentador linea, line heater, calentador tuberia, equipo calefaccion linea, sistema precalentamiento",5
20142300,Deslizaderos de inyección de producción,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"deslizadero inyección, manifold inyeccion, equipo inyeccion, sistema inyeccion produccion, distribuidor",5
20142400,Equipo para el lecho del océano,CLASS,Equipo de cabeza de pozo y relacionados (Grupo 2014),"equipo fondo marino, subsea equipment, equipo submarino, sistema offshore, equipo aguas profundas",5
21101800,Aparatos dispersores o aspersores para agricultura,CLASS,Maquinaria agrícola para cosechar y relacionados (Grupo 2110),"aspersor agricultura, sistema riego, dispersor agua, equipo aspersion, riego agricola",5
21102300,Equipo para invernadero,CLASS,Maquinaria agrícola para cosechar y relacionados (Grupo 2110),"equipo invernadero, sistema invernadero, estructura invernadero, invernaculo, equipo cultivo controlado",5
21102400,Equipo para insectos,CLASS,Maquinaria agrícola para cosechar y relacionados (Grupo 2110),"equipo control plagas, trampa insectos, sistema fumigacion, equipo desinsectacion, control biologico",5
21110000,Equipo de pesca comercial y relacionados (Grupo 2111),GROUP,"Agricultura, Silvicultura y Jardinería (División 21)","pesca comercial, equipo pesca, red pesca, barco pesca, maquinaria pesquera",5
22101800,Grúas de elevación,CLASS,Maquinaria para trabajo de desmonte y relacionados (Grupo 2210),"grúa, grúa de carga, grúa móvil, equipo de elevación, mto. elevación",5
22101900,Maquinaria y accesorios de construcción de edificios,CLASS,Maquinaria para trabajo de desmonte y relacionados (Grupo 2210),"maquinaria construcción, eq. obra, herramientas construcción, mto. construcción, accesorios obra",5
22102000,Equipo y maquinaria de demolición de edificios,CLASS,Maquinaria para trabajo de desmonte y relacionados (Grupo 2210),"demolición, eq. demolición, maquinaria demolición, derribo, equipo derribo",5
23000000,Manufactura y Procesamiento Industrial (División 23),DIVISION,,"manufactura, procesamiento industrial, producción, fabricación, transformación industrial",5
23100000,Maquinaria para trabajar madera y relacionados (Grupo 2310),GROUP,Manufactura y Procesamiento Industrial (División 23),"maquinaria madera, eq. carpintería, herramientas madera, procesamiento madera, industria madera",5
23101500,"Maquinaria para trabajar madera, piedra, cerámica y similares",CLASS,Maquinaria para trabajar madera y relacionados (Grupo 2310),"máquina madera, máquina piedra, máquina cerámica, procesamiento materiales, eq. taller",5
23111600,Maquinaria de hidrotratamiento,CLASS,Maquinaria y equipo para destilado y transformación de petróleo y relacionados (Grupo 2311),"hidrotratamiento, eq. petróleo, maquinaria refinería, tratamiento crudo, procesamiento petróleo",5
23131600,Equipo y accesorios de facetaje,CLASS,Equipo y suministros de trituración y relacionados (Grupo 2313),"facetaje, eq. facetaje, pulido gemas, tallado piedras, herramientas facetaje",5
23131700,Equipo del cabbing,CLASS,Equipo y suministros de trituración y relacionados (Grupo 2313),"cabbing, eq. cabbing, pulido cabbing, herramientas cabbing, tallado cabbing",5
23140000,Maquinaria y accesorios para el preparado del cuero y relacionados (Grupo 2314),GROUP,Manufactura y Procesamiento Industrial (División 23),"maquinaria cuero, eq. curtiembre, procesamiento cuero, herramientas cuero, industria cuero",5
23141600,Maquinaria y accesorios para el preparado del cuero,CLASS,Maquinaria y accesorios para el preparado del cuero y relacionados (Grupo 2314),"preparado cuero, curtido, eq. curtido, maquinaria curtiembre, procesamiento cuero",5
23141700,Maquinaria y accesorios para trabajar y reparar cuero,CLASS,Maquinaria y accesorios para el preparado del cuero y relacionados (Grupo 2314),"reparación cuero, trabajado cuero, acabado cuero, herramientas cuero, máquina cuero",5
23150000,Maquinaria y relacionados (Grupo 2315),GROUP,Manufactura y Procesamiento Industrial (División 23),"maquinaria manufactura, eq. producción, herramientas fabricación, industria transformación, procesamiento",5
23151500,"Maquinaria, equipo y suministros para la elaboración de caucho y plástico",CLASS,Maquinaria y relacionados (Grupo 2315),"maquinaria caucho, maquinaria plástico, eq. plástico, procesamiento plástico, eq. caucho",5
23151900,"Maquinaria, equipo y suministros para la elaboración y el procesamiento de papel",CLASS,Maquinaria y relacionados (Grupo 2315),"maquinaria papel, eq. papel, procesamiento papel, máquina papelera, industria papel",5
23152000,Manejo del Web y maquinaria de control y equipo y suministros,CLASS,Maquinaria y relacionados (Grupo 2315),"control web, manejo web, eq. control, sistema automatización, equipo monitoreo",5
23152100,Maquinaria y equipo de separación,CLASS,Maquinaria y relacionados (Grupo 2315),"eq. separación, máquina separación, centrifugadora, filtración, equipo filtro",5
23152200,Mesa y estantes para fabricación,CLASS,Maquinaria y relacionados (Grupo 2315),"mesa fabricación, estantes producción, eq. ensamble, mesas trabajo, estructuras fabricación",5
23152900,Maquinaria empacadora,CLASS,Maquinaria y relacionados (Grupo 2315),"empacadora, máquina empaque, eq. empaque, maquinaria embalaje, equipo envasado",5
23153000,"Dispositivos y sistemas de guía, posicionamiento y sujeción",CLASS,Maquinaria y relacionados (Grupo 2315),"sistemas posicionamiento, dispositivos sujeción, eq. guía, sistemas fijación, herramientas sujeción",5
23153600,Máquinas para el marcado de partes,CLASS,Maquinaria y relacionados (Grupo 2315),"máquina marcado, eq. grabado, marcadora, sistema marcaje, herramientas marcado",5
23153700,Equipo de aseguramiento o torque de precisión,CLASS,Maquinaria y relacionados (Grupo 2315),"torquímetro, eq. torque, aseguramiento precisión, herramientas apriete, eq. apriete",5
23153800,Sistemas de revestimiento,CLASS,Maquinaria y relacionados (Grupo 2315),"sistemas revestimiento, eq. recubrimiento, pintura industrial, aplicación revestimiento, máquina recubrimiento",5
23160000,Máquinas y equipo de fundición y relacionados (Grupo 2316),GROUP,Manufactura y Procesamiento Industrial (División 23),"fundición, maquinaria fundición, eq. fundición, industria fundición, procesamiento fundición",5
23161500,Máquinas y equipo de fundición,CLASS,Máquinas y equipo de fundición y relacionados (Grupo 2316),"máquina fundición, eq. fundición, horno fundición, equipo colada, procesamiento fundición",5
23161700,Troqueles y herramientas de fundición,CLASS,Máquinas y equipo de fundición y relacionados (Grupo 2316),"troquel, herramienta fundición, molde fundición, troqueles, herramientas moldeado",5
23181500,Maquinaria para la elaboración de alimentos,CLASS,Maquinaria para la elaboración de alimentos y relacionados (Grupo 2318),"maquinaria alimentos, eq. alimentos, procesamiento alimentos, máquina envasadora, industria alimentaria",5
23201000,Sistemas de contacto líquido gas,CLASS,Sistemas de contacto líquido gas y relacionados (Grupo 2320),"contacto líquido gas, eq. absorción, sistema contacto, torre absorción, equipo contacto",5
23201100,Absorción e intercambio de iones,CLASS,Sistemas de contacto líquido gas y relacionados (Grupo 2320),"absorción iones, intercambio iónico, resina intercambio, eq. purificación, sistema filtración",5
23201200,Equipo de secado industrial,CLASS,Sistemas de contacto líquido gas y relacionados (Grupo 2320),"secador industrial, eq. secado, máquina secadora, secadora industrial, equipo deshidratación",5
23211000,Maquinaria de ensamblaje electrónico y equipo de soporte,CLASS,Maquinaria de ensamblaje electrónico y equipo de soporte y relacionados (Grupo 2321),"maquinaria ensamblaje electrónico, equipo soporte electrónico, mto. electrónico, línea de ensamble, equipo manufactura electrónica",5
23221000,Equipo y maquinaria del departamento de recepción,CLASS,Equipo y maquinaria del departamento de recepción y relacionados (Grupo 2322),"equipo recepción, maquinaria recepción, mto. recepción, línea recepción, equipo almacén",5
23221100,Equipo y maquinaria del departamento de matanza y desplumamiento,CLASS,Equipo y maquinaria del departamento de recepción y relacionados (Grupo 2322),"equipo matanza, maquinaria desplumamiento, mto. matanza, línea desplume, equipo procesamiento aves",5
23221200,Equipo y maquinaria del departamento de eviscerado,CLASS,Equipo y maquinaria del departamento de recepción y relacionados (Grupo 2322),"equipo eviscerado, maquinaria eviscerado, mto. eviscerado, línea eviscerado, equipo limpieza carnes",5
23230000,Descortezadoras y accesorios y relacionados (Grupo 2323),GROUP,Manufactura y Procesamiento Industrial (División 23),"descortezadoras, maquinaria madera, equipo corte madera, sierras industriales, mto. procesamiento madera",5
23231000,Descortezadoras y accesorios,CLASS,Descortezadoras y accesorios y relacionados (Grupo 2323),"descortezadora, equipo descortezado, maquinaria descortezadora, mto. descortezado, accesorios descortezadora",5
23231100,Sierras de cinta y accesorios,CLASS,Descortezadoras y accesorios y relacionados (Grupo 2323),"sierra de cinta, sierra cinta industrial, mto. sierra cinta, accesorios sierra cinta, banda sierra",5
23231200,Sierras circulares y accesorios,CLASS,Descortezadoras y accesorios y relacionados (Grupo 2323),"sierra circular, sierra circular industrial, mto. sierra circular, accesorios sierra circular, disco corte",5
23231300,Canteadoras,CLASS,Descortezadoras y accesorios y relacionados (Grupo 2323),"canteadora, maquinaria canteadora, mto. canteado, equipo canteadora, accesorios canteadora",5
