code,name,level,parent_name,similar_words,num_synonyms
10201957,Rosal vivo toscanini,PRODUCT,Rosales vivos rosado claro,"rosal toscanini, rosa toscanini, rosal rosa toscanini, flor rosal rosa",4
10201958,Rosal vivo vania,PRODUCT,Rosales vivos rosado claro,"rosal vania, rosa vania, rosal rosa vania, planta rosal rosa",4
10201959,Rosal vivo vanity,PRODUCT,Rosales vivos rosado claro,"rosal vanity, rosa vanity, rosal rosa vanidad, flor rosal rosa",4
10201960,Rosal vivo vision,PRODUCT,Rosales vivos rosado claro,"rosal vision, rosa vision, rosal rosa visión, planta rosal rosa",4
10201961,Rosal vivo vivaldi,PRODUCT,Rosales vivos rosado claro,"rosa vivaldi, flor vivaldi, rosa viva, planta rosa, rosa de jardín, rosa cortada, rosa fresca",7
10201962,Rosal vivo whisper,PRODUCT,Rosales vivos rosado claro,"rosa whisper, flor whisper, rosa viva, rosa susurro, planta rosa, rosa de corte, rosa fresca",7
10202000,Rosales vivos multicolor rosados,CLASS,Rosales vivos azules o lavanda o púrpura y relacionados (Grupo 1020),"rosales multicolor, rosas bicolores, rosa dos tonos, rosas rayadas, rosa con franjas, flores multicolor, rosas decorativas",7
10202001,Rosal vivo attracta,PRODUCT,Rosales vivos multicolor rosados,"rosa attracta, flor attracta, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202002,Rosal vivo boheme,PRODUCT,Rosales vivos multicolor rosados,"rosa boheme, flor boheme, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202003,Rosal vivo carousel,PRODUCT,Rosales vivos multicolor rosados,"rosa carousel, flor carousel, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202004,Rosal vivo cezanne,PRODUCT,Rosales vivos multicolor rosados,"rosa cezanne, flor cezanne, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202005,Rosal vivo crazy one,PRODUCT,Rosales vivos multicolor rosados,"rosa crazy one, flor crazy one, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202006,Rosal vivo dance valley,PRODUCT,Rosales vivos multicolor rosados,"rosa dance valley, flor dance valley, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202007,Rosal vivo duett,PRODUCT,Rosales vivos multicolor rosados,"rosa duett, flor duett, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202008,Rosal vivo esperance,PRODUCT,Rosales vivos multicolor rosados,"rosa esperance, flor esperance, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202009,Rosal vivo fiesta,PRODUCT,Rosales vivos multicolor rosados,"rosa fiesta, flor fiesta, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202010,Rosal vivo halloween,PRODUCT,Rosales vivos multicolor rosados,"rosa halloween, flor halloween, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202011,Rosal vivo highlander,PRODUCT,Rosales vivos multicolor rosados,"rosa highlander, flor highlander, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202012,Rosal vivo hot ambiance,PRODUCT,Rosales vivos multicolor rosados,"rosa hot ambiance, flor hot ambiance, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202013,Rosal vivo la belle,PRODUCT,Rosales vivos multicolor rosados,"rosa la belle, flor la belle, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202014,Rosal vivo laguna,PRODUCT,Rosales vivos multicolor rosados,"rosa laguna, flor laguna, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202015,Rosal vivo latin ambiance,PRODUCT,Rosales vivos multicolor rosados,"rosa latin ambiance, flor latin ambiance, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202016,Rosal vivo latin breeze,PRODUCT,Rosales vivos multicolor rosados,"rosa latin breeze, flor latin breeze, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202017,Rosal vivo long arifa,PRODUCT,Rosales vivos multicolor rosados,"rosa long arifa, flor long arifa, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202018,Rosal vivo murano,PRODUCT,Rosales vivos multicolor rosados,"rosa murano, flor murano, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202019,Rosal vivo n-joy rose,PRODUCT,Rosales vivos multicolor rosados,"rosa n-joy rose, flor n-joy, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202020,Rosal vivo panama,PRODUCT,Rosales vivos multicolor rosados,"rosa panama, flor panama, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202021,Rosal vivo peppermint,PRODUCT,Rosales vivos multicolor rosados,"rosa peppermint, flor peppermint, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202022,Rosal vivo pijama party,PRODUCT,Rosales vivos multicolor rosados,"rosa pijama party, flor pijama party, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202023,Rosal vivo portofino,PRODUCT,Rosales vivos multicolor rosados,"rosa portofino, flor portofino, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202024,Rosal vivo priceless,PRODUCT,Rosales vivos multicolor rosados,"rosa priceless, flor priceless, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202025,Rosal vivo queen amazon,PRODUCT,Rosales vivos multicolor rosados,"rosa queen amazon, flor queen amazon, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202026,Rosal vivo ranuncula,PRODUCT,Rosales vivos multicolor rosados,"rosa ranuncula, flor ranuncula, rosa multicolor, rosa viva, planta rosa, rosa de corte, rosa fresca",7
10202027,Rosal vivo rossini,PRODUCT,Rosales vivos multicolor rosados,"rosa rossini, flor rossini, rosa multicolor, rosa viva, planta rosa, rosa de jardín, rosa fresca",7
10202028,Rosal vivo sabina o sabrina,PRODUCT,Rosales vivos multicolor rosados,"rosa sabina, rosa sabrina, rosal rosado, flor sabina, planta ornamental rosa",5
10202029,Rosal vivo scandal,PRODUCT,Rosales vivos multicolor rosados,"rosa scandal, rosal scandal, flor scandal, rosa viva scandal, planta scandal",5
10202030,Rosal vivo silvery pink,PRODUCT,Rosales vivos multicolor rosados,"rosa silvery pink, rosal silvery, rosa plateada, flor silvery pink, planta rosa plateada",5
10202031,Rosal vivo something else,PRODUCT,Rosales vivos multicolor rosados,"rosa something else, rosal something else, flor something else, rosa viva especial, planta something",5
10202032,Rosal vivo soutine,PRODUCT,Rosales vivos multicolor rosados,"rosa soutine, rosal soutine, flor soutine, rosa viva soutine, planta soutine",5
10202033,Rosal vivo sovereign,PRODUCT,Rosales vivos multicolor rosados,"rosa sovereign, rosal sovereign, flor sovereign, rosa viva sovereign, planta sovereign",5
10202034,Rosal vivo super disco,PRODUCT,Rosales vivos multicolor rosados,"rosa super disco, rosal super disco, flor disco, rosa viva disco, planta super disco",5
10202035,Rosal vivo ts 1968,PRODUCT,Rosales vivos multicolor rosados,"rosa ts 1968, rosal ts, flor ts 1968, rosa viva ts, planta ts",5
10202036,Rosal vivo variance,PRODUCT,Rosales vivos multicolor rosados,"rosa variance, rosal variance, flor variance, rosa viva variance, planta variance",5
10202037,Rosal vivo verdi,PRODUCT,Rosales vivos multicolor rosados,"rosa verdi, rosal verdi, flor verdi, rosa viva verdi, planta verdi",5
10202100,Rosales vivos anaranjados,CLASS,Rosales vivos azules o lavanda o púrpura y relacionados (Grupo 1020),"rosales naranjas, rosas anaranjadas, flores naranjas, rosal naranja, plantas ornamentales naranjas",5
10202101,Rosal vivo alhambra,PRODUCT,Rosales vivos anaranjados,"rosa alhambra, rosal alhambra, flor alhambra, rosa naranja alhambra, planta alhambra",5
10202102,Rosal vivo aloha,PRODUCT,Rosales vivos anaranjados,"rosa aloha, rosal aloha, flor aloha, rosa naranja aloha, planta aloha",5
10202103,Rosal vivo amber,PRODUCT,Rosales vivos anaranjados,"rosa amber, rosal amber, flor amber, rosa naranja amber, planta amber",5
10202104,Rosal vivo apache,PRODUCT,Rosales vivos anaranjados,"rosa apache, rosal apache, flor apache, rosa naranja apache, planta apache",5
10202105,Rosal vivo arabia,PRODUCT,Rosales vivos anaranjados,"rosa arabia, rosal arabia, flor arabia, rosa naranja arabia, planta arabia",5
10202106,Rosal vivo bengala,PRODUCT,Rosales vivos anaranjados,"rosa bengala, rosal bengala, flor bengala, rosa naranja bengala, planta bengala",5
10202107,Rosal vivo bibi,PRODUCT,Rosales vivos anaranjados,"rosa bibi, rosal bibi, flor bibi, rosa naranja bibi, planta bibi",5
10202108,Rosal vivo caramba,PRODUCT,Rosales vivos anaranjados,"rosa caramba, rosal caramba, flor caramba, rosa naranja caramba, planta caramba",5
10202109,Rosal vivo caramella,PRODUCT,Rosales vivos anaranjados,"rosa caramella, rosal caramella, flor caramella, rosa naranja caramella, planta caramella",5
10202110,Rosal vivo carla,PRODUCT,Rosales vivos anaranjados,"rosa carla, rosal carla, flor carla, rosa naranja carla, planta carla",5
10202111,Rosal vivo cartagena,PRODUCT,Rosales vivos anaranjados,"rosa cartagena, rosal cartagena, flor cartagena, rosa naranja cartagena, planta cartagena",5
10202112,Rosal vivo chanson,PRODUCT,Rosales vivos anaranjados,"rosa chanson, rosal chanson, flor chanson, rosa naranja chanson, planta chanson",5
10202113,Rosal vivo charmer,PRODUCT,Rosales vivos anaranjados,"rosa charmer, rosal charmer, flor charmer, rosa naranja charmer, planta charmer",5
10202114,Rosal vivo cherry brandy,PRODUCT,Rosales vivos anaranjados,"rosa cherry brandy, rosal cherry, flor cherry brandy, rosa naranja cherry, planta cherry",5
10202115,Rosal vivo chilis,PRODUCT,Rosales vivos anaranjados,"rosa chilis, rosal chilis, flor chilis, rosa naranja chilis, planta chilis",5
10202116,Rosal vivo cinnamon,PRODUCT,Rosales vivos anaranjados,"rosa cinnamon, rosal cinnamon, flor cinnamon, rosa naranja canela, planta cinnamon",5
10202117,Rosal vivo colandro,PRODUCT,Rosales vivos anaranjados,"rosa colandro, rosal colandro, flor colandro, rosa naranja colandro, planta colandro",5
10202118,Rosal vivo coral sea,PRODUCT,Rosales vivos anaranjados,"rosa coral sea, rosal coral, flor coral sea, rosa naranja coral, planta coral",5
10202119,Rosal vivo corvette o red corvette,PRODUCT,Rosales vivos anaranjados,"rosa corvette, rosal corvette, flor corvette, rosa roja corvette, planta corvette",5
10202120,Rosal vivo dark milva,PRODUCT,Rosales vivos anaranjados,"rosa dark milva, flor naranja dark milva, planta rosa viva, rosal naranja oscuro, rosa de corte dark milva",5
10202121,Rosal vivo donna,PRODUCT,Rosales vivos anaranjados,"rosa donna, flor donna naranja, planta rosa donna, rosal donna vivo, rosa de corte donna",5
10202122,Rosal vivo dreamer,PRODUCT,Rosales vivos anaranjados,"rosa dreamer, flor dreamer naranja, planta rosa dreamer, rosal dreamer vivo, rosa de corte dreamer",5
10202123,Rosal vivo el dorado,PRODUCT,Rosales vivos anaranjados,"rosa el dorado, flor dorado naranja, planta rosa dorado, rosal el dorado vivo, rosa de corte dorado",5
10202124,Rosal vivo el toro,PRODUCT,Rosales vivos anaranjados,"rosa el toro, flor toro naranja, planta rosa toro, rosal el toro vivo, rosa de corte toro",5
10202125,Rosal vivo elena,PRODUCT,Rosales vivos anaranjados,"rosa elena, flor elena naranja, planta rosa elena, rosal elena vivo, rosa de corte elena",5
10202126,Rosal vivo ensueño,PRODUCT,Rosales vivos anaranjados,"rosa ensueño, flor ensueño naranja, planta rosa ensueño, rosal ensueño vivo, rosa de corte ensueño",5
10202127,Rosal vivo euforia,PRODUCT,Rosales vivos anaranjados,"rosa euforia, flor euforia naranja, planta rosa euforia, rosal euforia vivo, rosa de corte euforia",5
10202128,Rosal vivo exótica,PRODUCT,Rosales vivos anaranjados,"rosa exótica, flor exótica naranja, planta rosa exótica, rosal exótica vivo, rosa de corte exótica",5
10202129,Rosal vivo fancy amazon,PRODUCT,Rosales vivos anaranjados,"rosa fancy amazon, flor fancy amazon naranja, planta rosa fancy amazon, rosal fancy amazon vivo, rosa de corte fancy amazon",5
10202130,Rosal vivo fiction,PRODUCT,Rosales vivos anaranjados,"rosa fiction, flor fiction naranja, planta rosa fiction, rosal fiction vivo, rosa de corte fiction",5
10202131,Rosal vivo finess,PRODUCT,Rosales vivos anaranjados,"rosa finess, flor finess naranja, planta rosa finess, rosal finess vivo, rosa de corte finess",5
10202132,Rosal vivo flameco,PRODUCT,Rosales vivos anaranjados,"rosa flameco, flor flameco naranja, planta rosa flameco, rosal flameco vivo, rosa de corte flameco",5
10202133,Rosal vivo free spirit,PRODUCT,Rosales vivos anaranjados,"rosa free spirit, flor free spirit naranja, planta rosa free spirit, rosal free spirit vivo, rosa de corte free spirit",5
10202134,Rosal vivo gelato,PRODUCT,Rosales vivos anaranjados,"rosa gelato, flor gelato naranja, planta rosa gelato, rosal gelato vivo, rosa de corte gelato",5
10202135,Rosal vivo gypsy curiosa,PRODUCT,Rosales vivos anaranjados,"rosa gypsy curiosa, flor gypsy curiosa naranja, planta rosa gypsy, rosal gypsy curiosa vivo, rosa de corte gypsy",5
10202136,Rosal vivo high and magic,PRODUCT,Rosales vivos anaranjados,"rosa high and magic, flor high and magic naranja, planta rosa high magic, rosal high and magic vivo, rosa de corte high magic",5
10202137,Rosal vivo high and orange magic,PRODUCT,Rosales vivos anaranjados,"rosa high and orange magic, flor high orange magic, planta rosa high orange, rosal high orange magic vivo, rosa de corte orange magic",5
10202138,Rosal vivo iguana o alegra,PRODUCT,Rosales vivos anaranjados,"rosa iguana, rosa alegra, flor iguana naranja, planta rosa iguana, rosal iguana vivo, rosa de corte iguana",6
10202139,Rosal vivo impulse,PRODUCT,Rosales vivos anaranjados,"rosa impulse, flor impulse naranja, planta rosa impulse, rosal impulse vivo, rosa de corte impulse",5
10202140,Rosal vivo indian femma,PRODUCT,Rosales vivos anaranjados,"rosa indian femma, flor indian femma naranja, planta rosa indian femma, rosal indian femma vivo, rosa de corte indian femma",5
10202141,Rosal vivo indian sunset,PRODUCT,Rosales vivos anaranjados,"rosa indian sunset, flor indian sunset naranja, planta rosa indian sunset, rosal indian sunset vivo, rosa de corte indian sunset",5
10202142,Rosal vivo karusso,PRODUCT,Rosales vivos anaranjados,"rosa karusso, flor karusso naranja, planta rosa karusso, rosal karusso vivo, rosa de corte karusso",5
10202143,Rosal vivo kerio,PRODUCT,Rosales vivos anaranjados,"rosa kerio, flor kerio naranja, planta rosa kerio, rosal kerio vivo, rosa de corte kerio",5
10202144,Rosal vivo kiki,PRODUCT,Rosales vivos anaranjados,"rosa kiki, flor kiki naranja, planta rosa kiki, rosal kiki vivo, rosa de corte kiki",5
10202145,Rosal vivo latin circus,PRODUCT,Rosales vivos anaranjados,"rosa latin circus, flor latin circus naranja, planta rosa latin circus, rosal latin circus vivo, rosa de corte latin circus",5
10202146,Rosal vivo leonisa,PRODUCT,Rosales vivos anaranjados,"rosa leonisa, flor leonisa naranja, planta rosa leonisa, rosal leonisa vivo, rosa de corte leonisa",5
10202147,Rosal vivo lipstick,PRODUCT,Rosales vivos anaranjados,"rosa lipstick, flor lipstick naranja, planta rosa lipstick, rosal lipstick vivo, rosa de corte lipstick",5
10202148,Rosal vivo lobita,PRODUCT,Rosales vivos anaranjados,"rosa lobita, flor lobita naranja, planta rosa lobita, rosal lobita vivo, rosa de corte lobita",5
10202149,Rosal vivo luca,PRODUCT,Rosales vivos anaranjados,"rosa luca, flor luca naranja, planta rosa luca, rosal luca vivo, rosa de corte luca",5
10202150,Rosal vivo manitou,PRODUCT,Rosales vivos anaranjados,"rosa manitou anaranjada, rosal variedad manitou, rosa viva naranja, planta rosal manitou, flor rosa anaranjada",5
10202151,Rosal vivo mariana,PRODUCT,Rosales vivos anaranjados,"rosa mariana anaranjada, rosal variedad mariana, rosa viva naranja, planta rosal mariana, flor rosa anaranjada",5
10202152,Rosal vivo marjan o pk sensation,PRODUCT,Rosales vivos anaranjados,"rosa marjan pk sensation, rosal variedad marjan, rosa viva naranja, planta rosal pk sensation, flor rosa anaranjada",5
10202153,Rosal vivo milonga,PRODUCT,Rosales vivos anaranjados,"rosa milonga anaranjada, rosal variedad milonga, rosa viva naranja, planta rosal milonga, flor rosa anaranjada",5
10202154,Rosal vivo milva,PRODUCT,Rosales vivos anaranjados,"rosa milva anaranjada, rosal variedad milva, rosa viva naranja, planta rosal milva, flor rosa anaranjada",5
10202155,Rosal vivo miracle,PRODUCT,Rosales vivos anaranjados,"rosa miracle anaranjada, rosal variedad miracle, rosa viva naranja, planta rosal miracle, flor rosa anaranjada",5
10202156,Rosal vivo mirage,PRODUCT,Rosales vivos anaranjados,"rosa mirage anaranjada, rosal variedad mirage, rosa viva naranja, planta rosal mirage, flor rosa anaranjada",5
10202157,Rosal vivo monte carlo,PRODUCT,Rosales vivos anaranjados,"rosa monte carlo anaranjada, rosal variedad monte carlo, rosa viva naranja, planta rosal monte carlo, flor rosa anaranjada",5
10202158,Rosal vivo movie star,PRODUCT,Rosales vivos anaranjados,"rosa movie star anaranjada, rosal variedad movie star, rosa viva naranja, planta rosal movie star, flor rosa anaranjada",5
10202159,Rosal vivo nikita,PRODUCT,Rosales vivos anaranjados,"rosa nikita anaranjada, rosal variedad nikita, rosa viva naranja, planta rosal nikita, flor rosa anaranjada",5
10202160,Rosal vivo orange flame,PRODUCT,Rosales vivos anaranjados,"rosa orange flame anaranjada, rosal variedad orange flame, rosa viva naranja, planta rosal orange flame, flor rosa anaranjada",5
10202161,Rosal vivo orange france,PRODUCT,Rosales vivos anaranjados,"rosa orange france anaranjada, rosal variedad orange france, rosa viva naranja, planta rosal orange france, flor rosa anaranjada",5
10202162,Rosal vivo orange intuition,PRODUCT,Rosales vivos anaranjados,"rosa orange intuition anaranjada, rosal variedad orange intuition, rosa viva naranja, planta rosal orange intuition, flor rosa anaranjada",5
10202163,Rosal vivo orange unique,PRODUCT,Rosales vivos anaranjados,"rosa orange unique anaranjada, rosal variedad orange unique, rosa viva naranja, planta rosal orange unique, flor rosa anaranjada",5
10202164,Rosal vivo orangine u orangina,PRODUCT,Rosales vivos anaranjados,"rosa orangine orangina anaranjada, rosal variedad orangine, rosa viva naranja, planta rosal orangina, flor rosa anaranjada",5
10202165,Rosal vivo papaya,PRODUCT,Rosales vivos anaranjados,"rosa papaya anaranjada, rosal variedad papaya, rosa viva naranja, planta rosal papaya, flor rosa anaranjada",5
10202166,Rosal vivo pareo,PRODUCT,Rosales vivos anaranjados,"rosa pareo anaranjada, rosal variedad pareo, rosa viva naranja, planta rosal pareo, flor rosa anaranjada",5
10202167,Rosal vivo peach sherbet,PRODUCT,Rosales vivos anaranjados,"rosa peach sherbet anaranjada, rosal variedad peach sherbet, rosa viva naranja, planta rosal peach sherbet, flor rosa anaranjada",5
10202168,Rosal vivo queensday,PRODUCT,Rosales vivos anaranjados,"rosa queensday anaranjada, rosal variedad queensday, rosa viva naranja, planta rosal queensday, flor rosa anaranjada",5
10202169,Rosal vivo rosselle,PRODUCT,Rosales vivos anaranjados,"rosa rosselle anaranjada, rosal variedad rosselle, rosa viva naranja, planta rosal rosselle, flor rosa anaranjada",5
10202170,Rosal vivo royal circus,PRODUCT,Rosales vivos anaranjados,"rosa royal circus anaranjada, rosal variedad royal circus, rosa viva naranja, planta rosal royal circus, flor rosa anaranjada",5
10202171,Rosal vivo sari,PRODUCT,Rosales vivos anaranjados,"rosa sari anaranjada, rosal variedad sari, rosa viva naranja, planta rosal sari, flor rosa anaranjada",5
10202172,Rosal vivo sensual,PRODUCT,Rosales vivos anaranjados,"rosa sensual anaranjada, rosal variedad sensual, rosa viva naranja, planta rosal sensual, flor rosa anaranjada",5
10202173,Rosal vivo soap,PRODUCT,Rosales vivos anaranjados,"rosa soap anaranjada, rosal variedad soap, rosa viva naranja, planta rosal soap, flor rosa anaranjada",5
10202174,Rosal vivo sombrero,PRODUCT,Rosales vivos anaranjados,"rosa sombrero anaranjada, rosal variedad sombrero, rosa viva naranja, planta rosal sombrero, flor rosa anaranjada",5
10202175,Rosal vivo spicy,PRODUCT,Rosales vivos anaranjados,"rosa spicy anaranjada, rosal variedad spicy, rosa viva naranja, planta rosal spicy, flor rosa anaranjada",5
10202176,Rosal vivo star 2000,PRODUCT,Rosales vivos anaranjados,"rosa star 2000 anaranjada, rosal variedad star 2000, rosa viva naranja, planta rosal star 2000, flor rosa anaranjada",5
10202177,Rosal vivo summer versilia,PRODUCT,Rosales vivos anaranjados,"rosa summer versilia anaranjada, rosal variedad summer versilia, rosa viva naranja, planta rosal summer versilia, flor rosa anaranjada",5
10202178,Rosal vivo trixx,PRODUCT,Rosales vivos anaranjados,"rosa trixx anaranjada, rosal variedad trixx, rosa viva naranja, planta rosal trixx, flor rosa anaranjada",5
10202179,Rosal vivo tropical amazon,PRODUCT,Rosales vivos anaranjados,"rosa tropical amazon anaranjada, rosal variedad tropical amazon, rosa viva naranja, planta rosal tropical amazon, flor rosa anaranjada",5
10202180,Rosal vivo utopia,PRODUCT,Rosales vivos anaranjados,"rosa utopia, rosal naranja utopia, flor utopia, planta utopia, rosa viva",5
10202181,Rosal vivo valentine,PRODUCT,Rosales vivos anaranjados,"rosa valentine, rosal naranja valentine, flor valentine, planta valentine, rosa roja",5
10202182,Rosal vivo verano,PRODUCT,Rosales vivos anaranjados,"rosa verano, rosal naranja verano, flor verano, planta verano, rosa estival",5
10202183,Rosal vivo versilia,PRODUCT,Rosales vivos anaranjados,"rosa versilia, rosal naranja versilia, flor versilia, planta versilia, rosa naranja",5
10202184,Rosal vivo voodoo,PRODUCT,Rosales vivos anaranjados,"rosa voodoo, rosal naranja voodoo, flor voodoo, planta voodoo, rosa oscura",5
10202185,Rosal vivo wow,PRODUCT,Rosales vivos anaranjados,"rosa wow, rosal naranja wow, flor wow, planta wow, rosa llamativa",5
10202186,Rosal vivo yabadabadoo,PRODUCT,Rosales vivos anaranjados,"rosa yabadabadoo, rosal naranja yabadabadoo, flor yabadabadoo, planta yabadabadoo, rosa colorida",5
10202200,Rosales vivos durazno,CLASS,Rosales vivos azules o lavanda o púrpura y relacionados (Grupo 1020),"rosal durazno, rosa durazno, flor durazno, planta durazno, rosa melocotón",5
10202201,Rosal vivo alejandra,PRODUCT,Rosales vivos durazno,"rosa alejandra, rosal durazno alejandra, flor alejandra, planta alejandra, rosa melocotón",5
10202202,Rosal vivo azafran,PRODUCT,Rosales vivos durazno,"rosa azafran, rosal durazno azafran, flor azafran, planta azafran, rosa dorada",5
10202203,Rosal vivo big fun,PRODUCT,Rosales vivos durazno,"rosa big fun, rosal durazno big fun, flor big fun, planta big fun, rosa divertida",5
10202204,Rosal vivo cabaret,PRODUCT,Rosales vivos durazno,"rosa cabaret, rosal durazno cabaret, flor cabaret, planta cabaret, rosa elegante",5
10202205,Rosal vivo capuccino,PRODUCT,Rosales vivos durazno,"rosa capuccino, rosal durazno capuccino, flor capuccino, planta capuccino, rosa cafe",5
10202206,Rosal vivo carpe diem,PRODUCT,Rosales vivos durazno,"rosa carpe diem, rosal durazno carpe diem, flor carpe diem, planta carpe diem, rosa vibrante",5
10202207,Rosal vivo cosima,PRODUCT,Rosales vivos durazno,"rosa cosima, rosal durazno cosima, flor cosima, planta cosima, rosa suave",5
10202208,Rosal vivo cumbia,PRODUCT,Rosales vivos durazno,"rosa cumbia, rosal durazno cumbia, flor cumbia, planta cumbia, rosa ritmica",5
10202209,Rosal vivo dream,PRODUCT,Rosales vivos durazno,"rosa dream, rosal durazno dream, flor dream, planta dream, rosa sueno",5
10202210,Rosal vivo epoca,PRODUCT,Rosales vivos durazno,"rosa epoca, rosal durazno epoca, flor epoca, planta epoca, rosa vintage",5
